Time,reference_time,gps_timestamp,estOrientQuaternion[0-0],estOrientQuaternion[0-1],estOrientQuaternion[0-2],estOrientQuaternion[0-3],estOrientQuaternion:valid,flagStop
1777416742977415888,1557514000000,  1557.509, 0.998941,-0.002066, 0.006592, 0.045497,1,0
1777416742987628904,1557704000000,  1582.159, 0.961647,-0.009805, 0.027881, 0.272694,1,0
1777416742997720073,1557704000000,  1582.159, 0.961647,-0.009805, 0.027881, 0.272694,1,0
1777416743007370244,1582174000000,  1582.179, 0.961597,-0.009821, 0.027918, 0.272865,1,0
1777416743017455747,1582174000000,  1582.179, 0.961597,-0.009821, 0.027918, 0.272865,1,0
1777416743027067586,1582194000000,  1582.199, 0.961546,-0.009838, 0.027946, 0.273041,1,0
1777416743037153255,1582194000000,  1582.199, 0.961546,-0.009838, 0.027946, 0.273041,1,0
1777416743056886318,1582214000000,  1582.219, 0.961492,-0.009852, 0.027978, 0.273226,1,0
1777416743066629595,1582234000000,  1582.239, 0.961439,-0.009872, 0.028007, 0.273412,1,0
1777416743076714654,1582234000000,  1582.239, 0.961439,-0.009872, 0.028007, 0.273412,1,0
1777416743086303900,1582254000000,  1582.259, 0.961386,-0.009889, 0.028036, 0.273594,1,0
1777416743096389274,1582254000000,  1582.259, 0.961386,-0.009889, 0.028036, 0.273594,1,0
1777416743111947000,1582274000000,  1582.274, 0.961333,-0.009907, 0.028064, 0.273776,1,0
1777416743121655798,1582294000000,  1582.294, 0.961300,-0.009700, 0.027413, 0.273965,1,0
1777416743131742375,1582294000000,  1582.294, 0.961300,-0.009700, 0.027413, 0.273965,1,0
1777416743141376231,1582314000000,  1582.314, 0.961246,-0.009710, 0.027437, 0.274153,1,0
1777416743151461716,1582314000000,  1582.314, 0.961246,-0.009710, 0.027437, 0.274153,1,0
1777416743161082998,1582334000000,  1582.334, 0.961193,-0.009721, 0.027462, 0.274336,1,0
1777416743171166816,1582334000000,  1582.334, 0.961193,-0.009721, 0.027462, 0.274336,1,0
1777416743190569115,1582354000000,  1582.349, 0.961167,-0.009731, 0.027476, 0.274425,1,0
1777416743200255728,1582374000000,  1582.369, 0.961116,-0.009751, 0.027510, 0.274598,1,0
1777416743210339472,1582374000000,  1582.369, 0.961116,-0.009751, 0.027510, 0.274598,1,0
1777416743220017697,1582394000000,  1582.389, 0.961063,-0.009764, 0.027535, 0.274781,1,0
1777416743230101459,1582394000000,  1582.389, 0.961063,-0.009764, 0.027535, 0.274781,1,0
1777416743249781172,1582414000000,  1582.409, 0.961009,-0.009774, 0.027564, 0.274967,1,0
1777416743259477081,1582434000000,  1582.429, 0.960956,-0.009787, 0.027591, 0.275148,1,0
1777416743269560936,1582434000000,  1582.429, 0.960956,-0.009787, 0.027591, 0.275148,1,0
1777416743279221661,1582454000000,  1582.449, 0.960903,-0.009809, 0.027620, 0.275328,1,0
1777416743289306072,1582454000000,  1582.449, 0.960903,-0.009809, 0.027620, 0.275328,1,0
1777416743309031357,1582474000000,  1582.469, 0.960853,-0.009830, 0.027653, 0.275501,1,0
1777416743328284718,1582484000000,  1582.489, 0.960822,-0.009620, 0.026979, 0.275681,1,0
1777416743348024465,1582504000000,  1582.509, 0.960769,-0.009634, 0.027011, 0.275862,1,0
1777416743367793285,1582524000000,  1582.529, 0.960716,-0.009645, 0.027045, 0.276045,1,0
1777416743377481361,1582544000000,  1582.549, 0.960664,-0.009658, 0.027072, 0.276223,1,0
1777416743387565160,1582544000000,  1582.549, 0.960664,-0.009658, 0.027072, 0.276223,1,0
1777416743397179277,1582564000000,  1582.569, 0.960614,-0.009679, 0.027097, 0.276394,1,0
1777416743407272168,1582564000000,  1582.569, 0.960614,-0.009679, 0.027097, 0.276394,1,0
1777416743427001583,1582584000000,  1582.589, 0.960563,-0.009700, 0.027125, 0.276567,1,0
1777416743446733404,1582604000000,  1582.609, 0.960509,-0.009713, 0.027157, 0.276751,1,0
1777416743456409814,1582624000000,  1582.629, 0.960455,-0.009727, 0.027181, 0.276934,1,0
1777416743466493280,1582624000000,  1582.629, 0.960455,-0.009727, 0.027181, 0.276934,1,0
1777416743476167560,1582644000000,  1582.649, 0.960402,-0.009739, 0.027212, 0.277116,1,0
1777416743486251712,1582644000000,  1582.649, 0.960402,-0.009739, 0.027212, 0.277116,1,0
1777416743501805272,1582664000000,  1582.664, 0.960350,-0.009757, 0.027246, 0.277291,1,0
1777416743511483737,1582684000000,  1582.684, 0.960320,-0.009555, 0.026556, 0.277470,1,0
1777416743521588869,1582684000000,  1582.684, 0.960320,-0.009555, 0.026556, 0.277470,1,0
1777416743531234910,1582704000000,  1582.704, 0.960268,-0.009575, 0.026584, 0.277646,1,0
1777416743541319135,1582704000000,  1582.704, 0.960268,-0.009575, 0.026584, 0.277646,1,0
1777416743560747877,1582724000000,  1582.719, 0.960241,-0.009583, 0.026600, 0.277736,1,0
1777416743570364049,1582744000000,  1582.739, 0.960187,-0.009604, 0.026631, 0.277921,1,0
1777416743580449386,1582744000000,  1582.739, 0.960187,-0.009604, 0.026631, 0.277921,1,0
1777416743590128314,1582764000000,  1582.759, 0.960132,-0.009624, 0.026654, 0.278106,1,0
1777416743600211798,1582764000000,  1582.759, 0.960132,-0.009624, 0.026654, 0.278106,1,0
1777416743619941305,1582774000000,  1582.779, 0.960080,-0.009637, 0.026687, 0.278283,1,0
1777416743629556033,1582804000000,  1582.799, 0.960027,-0.009652, 0.026720, 0.278462,1,0
1777416743639659516,1582804000000,  1582.799, 0.960027,-0.009652, 0.026720, 0.278462,1,0
1777416743649309724,1582824000000,  1582.819, 0.959975,-0.009666, 0.026749, 0.278637,1,0
1777416743659393542,1582824000000,  1582.819, 0.959975,-0.009666, 0.026749, 0.278637,1,0
1777416743669061007,1582834000000,  1582.839, 0.959924,-0.009679, 0.026775, 0.278811,1,0
1777416743679145381,1582834000000,  1582.839, 0.959924,-0.009679, 0.026775, 0.278811,1,0
1777416743698878258,1582864000000,  1582.859, 0.959874,-0.009695, 0.026801, 0.278980,1,0
1777416743708561316,1582874000000,  1582.879, 0.959823,-0.009712, 0.026829, 0.279151,1,0
1777416743718644949,1582874000000,  1582.879, 0.959823,-0.009712, 0.026829, 0.279151,1,0
1777416743728262824,1582894000000,  1582.899, 0.959793,-0.009503, 0.026113, 0.279331,1,0
1777416743738347031,1582894000000,  1582.899, 0.959793,-0.009503, 0.026113, 0.279331,1,0
1777416743748015034,1582914000000,  1582.919, 0.959737,-0.009518, 0.026144, 0.279519,1,0
1777416743758099166,1582914000000,  1582.919, 0.959737,-0.009518, 0.026144, 0.279519,1,0
1777416743777833877,1582934000000,  1582.939, 0.959681,-0.009526, 0.026175, 0.279708,1,0
1777416743787507027,1582954000000,  1582.959, 0.959625,-0.009540, 0.026209, 0.279897,1,0
