Time,reference_time,gps_timestamp,estOrientQuaternion[0-0],estOrientQuaternion[0-1],estOrientQuaternion[0-2],estOrientQuaternion[0-3],estOrientQuaternion:valid,flagStop
1777416456062585372,1264291000000,  1264.286, 0.998960,-0.000505, 0.005657, 0.045230,1,0
1777416456072787004,1295241000000,  1295.236, 0.998868,-0.000586, 0.005914, 0.047202,1,0
1777416456082877323,1295241000000,  1295.236, 0.998868,-0.000586, 0.005914, 0.047202,1,0
1777416456092552559,1295261000000,  1295.256, 0.945806,-0.009057, 0.009704, 0.324459,1,0
1777416456102651211,1295261000000,  1295.256, 0.945806,-0.009057, 0.009704, 0.324459,1,0
1777416456121923555,1295271000000,  1295.276, 0.945756,-0.008887, 0.008976, 0.324633,1,0
1777416456131540588,1295291000000,  1295.296, 0.945696,-0.008911, 0.008999, 0.324807,1,0
1777416456141628666,1295291000000,  1295.296, 0.945696,-0.008911, 0.008999, 0.324807,1,0
1777416456151291606,1295311000000,  1295.316, 0.945636,-0.008930, 0.009022, 0.324980,1,0
1777416456161377963,1295311000000,  1295.316, 0.945636,-0.008930, 0.009022, 0.324980,1,0
1777416456171030328,1295331000000,  1295.336, 0.945575,-0.008950, 0.009048, 0.325154,1,0
1777416456181115000,1295331000000,  1295.336, 0.945575,-0.008950, 0.009048, 0.325154,1,0
1777416456200848333,1295351000000,  1295.356, 0.945516,-0.008973, 0.009072, 0.325326,1,0
1777416456210550179,1295371000000,  1295.376, 0.945455,-0.008994, 0.009096, 0.325501,1,0
1777416456220635758,1295371000000,  1295.376, 0.945455,-0.008994, 0.009096, 0.325501,1,0
1777416456230280291,1295391000000,  1295.396, 0.945393,-0.009011, 0.009123, 0.325679,1,0
1777416456240365036,1295391000000,  1295.396, 0.945393,-0.009011, 0.009123, 0.325679,1,0
1777416456260055056,1295411000000,  1295.416, 0.945333,-0.009028, 0.009150, 0.325855,1,0
1777416456275616979,1295431000000,  1295.431, 0.945272,-0.009051, 0.009182, 0.326029,1,0
1777416456285291863,1295451000000,  1295.451, 0.945210,-0.009068, 0.009209, 0.326207,1,0
1777416456295376979,1295451000000,  1295.451, 0.945210,-0.009068, 0.009209, 0.326207,1,0
1777416456305054622,1295471000000,  1295.471, 0.945157,-0.008896, 0.008505, 0.326383,1,0
1777416456315138404,1295471000000,  1295.471, 0.945157,-0.008896, 0.008505, 0.326383,1,0
1777416456334629910,1295491000000,  1295.491, 0.945096,-0.008913, 0.008537, 0.326561,1,0
1777416456344175648,1295511000000,  1295.506, 0.945065,-0.008924, 0.008550, 0.326647,1,0
1777416456354260227,1295511000000,  1295.506, 0.945065,-0.008924, 0.008550, 0.326647,1,0
1777416456374005449,1295531000000,  1295.526, 0.945003,-0.008946, 0.008586, 0.326828,1,0
1777416456393756597,1295551000000,  1295.546, 0.944941,-0.008969, 0.008616, 0.327004,1,0
1777416456403433814,1295571000000,  1295.566, 0.944881,-0.008991, 0.008645, 0.327177,1,0
1777416456413517671,1295571000000,  1295.566, 0.944881,-0.008991, 0.008645, 0.327177,1,0
1777416456423183444,1295591000000,  1295.586, 0.944820,-0.009012, 0.008672, 0.327352,1,0
1777416456433267319,1295591000000,  1295.586, 0.944820,-0.009012, 0.008672, 0.327352,1,0
1777416456452954690,1295611000000,  1295.606, 0.944758,-0.009036, 0.008696, 0.327527,1,0
1777416456462644129,1295631000000,  1295.626, 0.944696,-0.009063, 0.008723, 0.327706,1,0
1777416456472727893,1295631000000,  1295.626, 0.944696,-0.009063, 0.008723, 0.327706,1,0
1777416456482398703,1295651000000,  1295.646, 0.944633,-0.009081, 0.008751, 0.327886,1,0
1777416456492481819,1295651000000,  1295.646, 0.944633,-0.009081, 0.008751, 0.327886,1,0
1777416456502133925,1295661000000,  1295.666, 0.944579,-0.008906, 0.008074, 0.328063,1,0
1777416456512218800,1295661000000,  1295.666, 0.944579,-0.008906, 0.008074, 0.328063,1,0
1777416456531890802,1295681000000,  1295.686, 0.944517,-0.008919, 0.008107, 0.328241,1,0
1777416456541588648,1295681000000,  1295.706, 0.944453,-0.008935, 0.008145, 0.328423,1,0
1777416456551692115,1295681000000,  1295.706, 0.944453,-0.008935, 0.008145, 0.328423,1,0
1777416456561333204,1295721000000,  1295.726, 0.944389,-0.008957, 0.008183, 0.328607,1,0
1777416456571418338,1295721000000,  1295.726, 0.944389,-0.008957, 0.008183, 0.328607,1,0
1777416456581166683,1295741000000,  1295.746, 0.944326,-0.008975, 0.008212, 0.328787,1,0
1777416456591272891,1295741000000,  1295.746, 0.944326,-0.008975, 0.008212, 0.328787,1,0
1777416456610903745,1295761000000,  1295.766, 0.944262,-0.008991, 0.008249, 0.328968,1,0
1777416456620602554,1295781000000,  1295.786, 0.944199,-0.009010, 0.008279, 0.329148,1,0
1777416456630687411,1295781000000,  1295.786, 0.944199,-0.009010, 0.008279, 0.329148,1,0
1777416456640273278,1295801000000,  1295.806, 0.944137,-0.009032, 0.008308, 0.329325,1,0
1777416456650357801,1295801000000,  1295.806, 0.944137,-0.009032, 0.008308, 0.329325,1,0
1777416456660043889,1295821000000,  1295.826, 0.944076,-0.009051, 0.008332, 0.329497,1,0
1777416456670127801,1295821000000,  1295.826, 0.944076,-0.009051, 0.008332, 0.329497,1,0
1777416456685669317,1295841000000,  1295.841, 0.944018,-0.009076, 0.008352, 0.329662,1,0
1777416456695351756,1295861000000,  1295.861, 0.943971,-0.008951, 0.007572, 0.329821,1,0
1777416456705454576,1295861000000,  1295.861, 0.943971,-0.008951, 0.007572, 0.329821,1,0
1777416456715103812,1295881000000,  1295.881, 0.943914,-0.008975, 0.007587, 0.329983,1,0
1777416456725188335,1295881000000,  1295.881, 0.943914,-0.008975, 0.007587, 0.329983,1,0
1777416456744867096,1295901000000,  1295.901, 0.943855,-0.008994, 0.007607, 0.330149,1,0
1777416456754231597,1295921000000,  1295.916, 0.943825,-0.009006, 0.007618, 0.330235,1,0
1777416456764316546,1295921000000,  1295.916, 0.943825,-0.009006, 0.007618, 0.330235,1,0
1777416456784053565,1295941000000,  1295.936, 0.943762,-0.009029, 0.007640, 0.330413,1,0
1777416456803807972,1295961000000,  1295.956, 0.943699,-0.009049, 0.007668, 0.330591,1,0
1777416456813481948,1295981000000,  1295.976, 0.943638,-0.009064, 0.007695, 0.330765,1,0
1777416456823567009,1295981000000,  1295.976, 0.943638,-0.009064, 0.007695, 0.330765,1,0
1777416456833187764,1296001000000,  1295.996, 0.943576,-0.009086, 0.007729, 0.330940,1,0
1777416456843272269,1296001000000,  1295.996, 0.943576,-0.009086, 0.007729, 0.330940,1,0
1777416456863052897,1296021000000,  1296.016, 0.943514,-0.009108, 0.007758, 0.331115,1,0
1777416456882763787,1296041000000,  1296.036, 0.943453,-0.009133, 0.007786, 0.331290,1,0
1777416456892453522,1296061000000,  1296.056, 0.943390,-0.009160, 0.007817, 0.331466,1,0
1777416456902539249,1296061000000,  1296.056, 0.943390,-0.009160, 0.007817, 0.331466,1,0
1777416456912211522,1296071000000,  1296.076, 0.943336,-0.008959, 0.007225, 0.331641,1,0
1777416456922301971,1296071000000,  1296.076, 0.943336,-0.008959, 0.007225, 0.331641,1,0
1777416456941955084,1296091000000,  1296.096, 0.943266,-0.008999, 0.007263, 0.331838,1,0
1777416456951643968,1296111000000,  1296.116, 0.943206,-0.009009, 0.007361, 0.332006,1,0
1777416456961729917,1296111000000,  1296.116, 0.943206,-0.009009, 0.007361, 0.332006,1,0
